"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000000359",11.3018875796893,-0.0089701835640289,0.550292929956713,-0.0163007428874918,0.986994464882271,0.995018402404813
"ENSMUSG00000000365",17.3930751524373,-0.386695775144442,0.482734624427433,-0.801052494635326,0.423101256320391,0.671540108183091
"ENSMUSG00000000374",1996.10019838397,0.0776816743496176,0.100934414939982,0.769625250176651,0.441522222420075,0.688698303068923
"ENSMUSG00000000378",793.400287188977,0.136914637558777,0.107211947293718,1.27704645811241,0.201585845879633,0.446495735002587
"ENSMUSG00000000384",485.498500166651,-0.0944963288581772,0.107724904703767,-0.877200394078165,0.380377802081402,0.633769347632763
"ENSMUSG00000000385",2.53900006046346,-0.0549809779490625,1.33361844070028,-0.041226917888292,0.967114994539141,NA
"ENSMUSG00000000386",21.625928873768,-0.433049491701199,0.436594384655981,-0.99188058051279,0.321255783232784,0.577619936123395
"ENSMUSG00000000392",70.008727982782,0.803527275017936,0.457140390521731,1.75772539831993,0.0787942441462595,0.25664956396369
"ENSMUSG00000000399",1611.84167262695,0.19126824297059,0.0791599089134148,2.41622616291537,0.0156823172364086,0.0917855033296707
"ENSMUSG00000000402",51.8838919046673,0.233955421763904,0.357045868476221,0.655253126894773,0.512304794158597,0.743300871729486
